,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
3497,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,409.0,409.0
3498,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,413.0,413.0
3499,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,425.0,425.0
3500,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,449.0,449.0
3501,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,468.0,468.0
3502,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,523.0,523.0
3503,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,533.0,533.0
3504,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,539.0,539.0
3505,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,557.0,557.0
3506,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,584.0,584.0
3507,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,610.0,610.0
3508,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,618.0,618.0
3509,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,631.0,631.0
3510,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,645.0,645.0
3511,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,653.0,653.0
3512,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,669.0,669.0
3513,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,695.0,695.0
3514,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,703.0,703.0
3515,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,716.0,716.0
3516,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,730.0,730.0
3517,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,739.0,739.0
3518,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,756.0,756.0
3519,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,774.0,774.0
3520,CommandFetch.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,779.0,779.0
3521,SingleThreadedConnectionHandler.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,291.0,291.0
3522,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,89.0,89.0
3523,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,97.0,97.0
3524,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,104.0,104.0
3525,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,117.0,117.0
3526,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,143.0,143.0
3527,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,250.0,250.0
3528,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,255.0,255.0
3529,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,263.0,263.0
3530,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,272.0,272.0
3531,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,286.0,286.0
3532,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,296.0,296.0
3533,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,323.0,323.0
3534,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,329.0,329.0
3535,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,449.0,449.0
3536,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,495.0,495.0
3537,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,503.0,503.0
3538,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,525.0,525.0
3539,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,540.0,540.0
3540,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,586.0,586.0
3541,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,594.0,594.0
3542,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,596.0,596.0
3543,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,608.0,608.0
3544,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,620.0,620.0
3545,CreateCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,51.0,51.0
3546,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,51.0,51.0
3547,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,67.0,67.0
3548,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,74.0,74.0
3549,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,82.0,82.0
3550,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,89.0,89.0
3551,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,132.0,132.0
3552,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,133.0,133.0
3553,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,134.0,134.0
3554,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,153.0,153.0
3555,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,194.0,194.0
3556,AppendCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,199.0,199.0
3557,SearchCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,41.0,41.0
3558,SearchCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,55.0,55.0
3559,SearchCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,56.0,56.0
3560,SearchCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,58.0,58.0
3561,ListCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,65.0,65.0
3562,CopyCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,124.0,124.0
3563,UidCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,47.0,47.0
3564,UidCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,49.0,49.0
3565,UidCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,56.0,56.0
3566,UidCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,57.0,57.0
3567,UidCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,59.0,59.0
3568,UidCommand.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,60.0,60.0
3569,JamesTask.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,139.0,139.0
3570,JamesTask.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,180.0,180.0
3571,JamesTask.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,194.0,194.0
3572,CommandTemplate.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,99.0,99.0
3573,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,577.0,577.0
3574,AbstractProtocolTest.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,250.0,250.0
3575,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,579.0,579.0
3576,IMAPTest.java,squid:S2068,CRITICAL,SonarQube,VULNERABILITY,28.0,28.0
3577,InitialMail.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,70.0,70.0
3578,UserManagerAdminImpl.java,squid:S2068,CRITICAL,SonarQube,VULNERABILITY,49.0,49.0
3579,UserManagerAdminClient.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,44.0,44.0
3580,UserManagerAdminClient.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,363.0,363.0
3581,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,428.0,428.0
3582,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,623.0,623.0
3583,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,624.0,624.0
3584,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,625.0,625.0
3585,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,626.0,626.0
3586,SimpleMessageAttributes.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,270.0,270.0
3587,FetchScheduler.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,107.0,107.0
3588,UsersLDAPRepository.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,433.0,433.0
3589,NetMatcher.java,squid:S1199,MAJOR,SonarQube,CODE_SMELL,184.0,184.0
3590,AbstractJamesService.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,311.0,311.0
3591,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,366.0,366.0
3592,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,555.0,555.0
3593,James.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,557.0,557.0
3594,Main.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,37.0,37.0
3595,Main.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,39.0,39.0
3596,DigestUtil.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,75.0,75.0
3597,DigestUtil.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,122.0,122.0
3598,JdbcDataSource.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,127.0,127.0
3599,JdbcDataSource.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,172.0,172.0
3600,JdbcDataSource.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,191.0,191.0
3601,PoolConnEntry.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,74.0,74.0
3602,PoolConnEntry.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,97.0,97.0
3603,FetchScheduler.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,121.0,121.0
3604,RemoteDelivery.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,116.0,116.0
3605,DSNBounce.java,squid:S106,MAJOR,SonarQube,CODE_SMELL,451.0,451.0
3606,SMTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,408.0,408.0
3607,SMTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,384.0,384.0
3608,FileMailbox.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,1141.0,1141.0
3609,FileMailbox.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,1192.0,1192.0
3610,FileMailbox.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,1263.0,1263.0
3611,FileMailbox.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,1172.0,1172.0
3612,FileMailbox.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,1151.0,1151.0
3613,JamesHost.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,251.0,251.0
3614,JamesHost.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,984.0,984.0
3615,JamesHost.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,982.0,982.0
3616,CommandFetch.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,508.0,508.0
3617,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,421.0,421.0
3618,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,423.0,423.0
3619,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,221.0,221.0
3620,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,232.0,232.0
3621,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,219.0,219.0
3622,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,209.0,209.0
3623,SimpleMessageAttributes.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,111.0,111.0
3624,SimpleMessageAttributes.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,518.0,518.0
3625,SimpleMessageAttributes.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,174.0,174.0
3626,James.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,651.0,651.0
3627,James.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,250.0,250.0
3628,UserManagerImpl.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,150.0,150.0
3629,UserManagerImpl.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,182.0,182.0
3630,UserManagerImpl.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,102.0,102.0
3631,SMTPHandler.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,777.0,777.0
3632,FetchCommand.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,186.0,186.0
3633,FetchCommand.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,191.0,191.0
3634,AppendCommand.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,208.0,208.0
3635,UsersLDAPRepository.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,376.0,376.0
3636,UsersLDAPRepository.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,503.0,503.0
3637,UsersLDAPRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,152.0,152.0
3638,ImapStoreTest.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,73.0,73.0
3639,DotStuffingInputStream.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,34.0,34.0
3640,MimeMessageWrapper.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,379.0,379.0
3641,MimeMessageWrapper.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,407.0,407.0
3642,MimeMessageWrapper.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,442.0,442.0
3643,MimeMessageWrapper.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,340.0,340.0
3644,MimeMessageWrapper.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,358.0,358.0
3645,ArticleIDRepository.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,175.0,175.0
3646,James.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,574.0,574.0
3647,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,972.0,972.0
3648,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,922.0,922.0
3649,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,944.0,944.0
3650,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,642.0,642.0
3651,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,961.0,961.0
3652,ParsedConfiguration.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,349.0,349.0
3653,ParsedConfiguration.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,345.0,345.0
3654,InaccurateTimeoutWatchdog.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,146.0,146.0
3655,MessageProcessor.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,649.0,649.0
3656,MessageProcessor.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,910.0,910.0
3657,Redirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,365.0,365.0
3658,Redirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,306.0,306.0
3659,Redirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,308.0,308.0
3660,RemoteDelivery.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,370.0,370.0
3661,RemoteDelivery.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,223.0,223.0
3662,AbstractVirtualUserTable.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,167.0,167.0
3663,AbstractVirtualUserTable.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,101.0,101.0
3664,DSNBounce.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,497.0,497.0
3665,DSNBounce.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,467.0,467.0
3666,Loader.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,95.0,95.0
3667,Loader.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,107.0,107.0
3668,JamesSpoolManager.java,squid:S1193,MAJOR,SonarQube,CODE_SMELL,479.0,479.0
3669,JamesSpoolManager.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,447.0,447.0
3670,JamesSpoolManager.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,230.0,230.0
3671,LinearProcessor.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,475.0,475.0
3672,NESSpamCheck.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,32.0,32.0
3673,NESSpamCheck.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,48.0,48.0
3674,AbstractStorageQuota.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,98.0,98.0
3675,GenericRegexMatcher.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,69.0,69.0
3676,RecipientIsOverFixedQuota.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,65.0,65.0
3677,MBoxMailRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,523.0,523.0
3678,MBoxMailRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,427.0,427.0
3679,MBoxMailRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,330.0,330.0
3680,MBoxMailRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,420.0,420.0
3681,AvalonMailRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,85.0,85.0
3682,JDBCSpoolRepository.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,125.0,125.0
3683,AvalonSpoolRepository.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,56.0,56.0
3684,JDBCMailRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,618.0,618.0
3685,JDBCMailRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,198.0,198.0
3686,File_Persistent_Object_Repository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,62.0,62.0
3687,AbstractFileRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,208.0,208.0
3688,RemoteManagerHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,521.0,521.0
3689,RemoteManagerHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,452.0,452.0
3690,RemoteManagerHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,466.0,466.0
3691,FileMailbox.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,1073.0,1073.0
3692,FileMailbox.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,1242.0,1242.0
3693,JamesHost.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,986.0,986.0
3694,JamesHost.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,832.0,832.0
3695,JamesHost.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,980.0,980.0
3696,JamesHost.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,988.0,988.0
3697,CommandFetch.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,385.0,385.0
3698,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,253.0,253.0
3699,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,355.0,355.0
3700,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,186.0,186.0
3701,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,361.0,361.0
3702,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,180.0,180.0
3703,CommandFetch.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,437.0,437.0
3704,SimpleMessageAttributes.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,524.0,524.0
3705,SetArgument.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,52.0,52.0
3706,James.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,409.0,409.0
3707,UserManagerImpl.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,150.0,150.0
3708,ArgumentTest.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,45.0,45.0
3709,UserManagerAdminImpl.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,71.0,71.0
3710,UserManagerAdminClient.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,278.0,278.0
3711,UserManagerAdminClient.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,322.0,322.0
3712,UserManagerAdminClient.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,201.0,201.0
3713,James.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,444.0,444.0
3714,James.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,705.0,705.0
3715,James.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,279.0,279.0
3716,SimpleMessageAttributes.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,146.0,146.0
3717,FetchPOP.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,105.0,105.0
3718,FetchCommand.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,181.0,181.0
3719,FetchCommand.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,257.0,257.0
3720,POP3Handler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,664.0,664.0
3721,POP3Handler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,911.0,911.0
3722,POP3Handler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,662.0,662.0
3723,POP3Handler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,674.0,674.0
3724,AppendCommand.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,223.0,223.0
3725,ImapHostTest.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,147.0,147.0
3726,ImapHostTest.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,115.0,115.0
3727,UsersLDAPRepository.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,236.0,236.0
3728,UsersLDAPRepository.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,624.0,624.0
3729,ImapStoreTest.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,194.0,194.0
3730,ImapStoreTest.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,108.0,108.0
3731,ProtocolSession.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,190.0,190.0
3732,AbstractJdbcUsersRepository.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,395.0,395.0
3733,MailAddress.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,370.0,370.0
3734,MailetException.java,squid:S2166,MAJOR,SonarQube,CODE_SMELL,27.0,27.0
3735,MailImpl.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,453.0,453.0
3736,MailImpl.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,180.0,180.0
3737,NetMatcher.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,183.0,183.0
3738,MimeMessageWrapper.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,406.0,406.0
3739,MimeMessageWrapper.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,408.0,408.0
3740,MimeMessageWrapper.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,409.0,409.0
3741,MimeMessageWrapper.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,417.0,417.0
3742,MimeMessageWrapper.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,823.0,823.0
3743,CharTerminatedInputStream.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,40.0,40.0
3744,CharTerminatedInputStream.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,46.0,46.0
3745,NNTPRepositoryImpl.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,231.0,231.0
3746,James.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,381.0,381.0
3747,James.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,669.0,669.0
3748,James.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,242.0,242.0
3749,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,858.0,858.0
3750,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,956.0,956.0
3751,NNTPHandler.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,207.0,207.0
3752,FolderProcessor.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,174.0,174.0
3753,ParsedConfiguration.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,347.0,347.0
3754,MessageProcessor.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,851.0,851.0
3755,Redirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,304.0,304.0
3756,Redirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,301.0,301.0
3757,Redirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,309.0,309.0
3758,DNSServer.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,183.0,183.0
3759,DNSServer.java,squid:S1197,MINOR,SonarQube,CODE_SMELL,190.0,190.0
3760,DNSServer.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,415.0,415.0
3761,AbstractRedirect.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,175.0,175.0
3762,AbstractRedirect.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,1019.0,1019.0
3763,AbstractRedirect.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,1275.0,1275.0
3764,AbstractRedirect.java,squid:S1190,MAJOR,SonarQube,CODE_SMELL,1293.0,1293.0
3765,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,165.0,165.0
3766,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,172.0,172.0
3767,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,170.0,170.0
3768,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,313.0,313.0
3769,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,375.0,375.0
3770,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,424.0,424.0
3771,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,424.0,424.0
3772,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,165.0,165.0
3773,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,953.0,953.0
3774,AbstractRedirect.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,424.0,424.0
3775,RemoteDelivery.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,868.0,868.0
3776,RemoteDelivery.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,268.0,268.0
3777,RemoteDelivery.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,240.0,240.0
3778,DSNBounce.java,squid:S1192,MINOR,SonarQube,CODE_SMELL,925.0,925.0
3779,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,60.0,60.0
3780,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,62.0,62.0
3781,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,64.0,64.0
3782,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,66.0,66.0
3783,SMTPHandler.java,squid:ModifiersOrderCheck,MINOR,SonarQube,CODE_SMELL,67.0,67.0
